,text,date,sentiment,score
1486,I can't see the Shiba inu I bought,2021-05-10,neg,0.9097526669502258
1487,Binance Will list Shiba?,2021-05-10,neg,0.5647122859954834
1488,I bought some Shiba coins less than 48 hours ago and have yet to see the transactions manifested in my crypto wallet? How long would it take for this issue be resolved? It seems like alot of people are having similar complaints and issues. It'll be great if you can give us some reassurance to these issues,2021-05-10,neg,0.9706045389175415
1489,"B M:
Please I want to send eth to Trust wallet to buy shiba coin

Which option do I select, it BEP2 
BEP--SC
ERC20

?",2021-05-10,neg,0.9485006332397461
1490,Where? There Is no email of follow up.. nothing! I buy Shiba Coin 2 days ago.. what Will happen when the fund Will be unlocked?,2021-05-10,neg,0.9991573095321655
1491,"Seems like it some bug when selling Shiba the numbers is way of to the value and max to sell at once if not pressing ""all"" is 150k Shiba and that's almost nothing should change it too like 1000m or something",2021-05-10,neg,0.9106271266937256
1492,is shiba going to another flop coin or is worth investing into?,2021-05-10,neg,0.9536044001579285
1493,shib is going crazy and in 2h it will be on binance,2021-05-10,pos,0.5924893021583557
1494,I just bought more Shiba and it went through immediately! I think all will be settled soon!,2021-05-10,pos,0.7390715479850769
1495,I withdrew doge to external wallet.. since under processing after 1 hour,2021-05-10,neg,0.9710675477981567
1496,"Thank god I bought shiba early, 100% profits already",2021-05-10,neg,0.581347644329071
1497,Shiba on fire,2021-05-10,pos,0.603900134563446
1498,There Is a way to receive support? Real support? I bought Shiba 2 days ago without receive my fund and Now i am losing Money due  this Is not a joke,2021-05-10,neg,0.9996122717857361
1499,"I bought SHIB half price two days ago !! But they do not show up, even not sure the transactions went though , shame really !",2021-05-10,neg,0.989597499370575
1500,I sold doge and bought Shiba ,2021-05-10,neg,0.6951730251312256
1501,"Hello I have a question, when shiba coin could be available for transfer ??",2021-05-10,neg,0.6427910327911377
1502,Shiba it is,2021-05-10,pos,0.7944119572639465
1503,"I feel that the best they will do is to refund our bank transfers because the SHIB transactions did not go through on Saturday, they were overwhelmed. Result : lost 100 % of my 120 % profit !",2021-05-10,neg,0.9956417083740234
1504,"I've been reading, some people got their Shiba at the price they bought it for",2021-05-10,pos,0.7519402503967285
1505, i receive my Shiba Coins with the value of 8 May (when i pay),2021-05-10,neg,0.9209659099578857
1506,"Attention SHIB community, deposits and withdrawals of SHIB are now enabled on the  App. 

Deposit now  ",2021-05-10,neg,0.7659240961074829
1507,"  
I bought Shiba inu Friday and not receive nothing. I Will receive coins with the Friday cost?",2021-05-10,neg,0.9813965559005737
1508,I used the funds I had already on the app to buy shiba not making another bank transfer until I get my money back,2021-05-10,neg,0.9538972973823547
1509,Hey admin can you add shib on cro app?,2021-05-10,pos,0.5781582593917847
1510,We Will receive Shiba with friday value when the problem Will Be solved?,2021-05-10,pos,0.6370300650596619
1511,I have 50doge coin how I'm use to treading it,2021-05-10,neg,0.7197403311729431
1512,"Shibba is up big today , do we get the original original price Friday",2021-05-10,neg,0.8680894374847412
1513,Can't trade Shiba,2021-05-10,neg,0.8468403220176697
1514,Has anyone here made a purchase of SHIB on Saturday and got his/her coins ?,2021-05-10,neg,0.9710453152656555
1515,Now withdraw Shiba is enable lol,2021-05-10,pos,0.6197718977928162
1516,Can't trade Shiba. The page is blank,2021-05-10,neg,0.9606732130050659
1517,Has anyone here made a purchase of SHIB on Saturday and got his/her coins ?,2021-05-10,neg,0.9710453152656555
1518,What should I do with my doge?,2021-05-10,pos,0.9681215882301331
1519,What's doge. Shiba ,2021-05-10,pos,0.857017457485199
1520,"Since 2days i bought shiba, i still have not received my coin",2021-05-10,neg,0.9974091649055481
1521,Is there known difficulties with shibha,2021-05-10,pos,0.5031542778015137
1522,"Hi, just bought shiba Inu but why not showing on my balance???",2021-05-10,neg,0.9860905408859253
1523,I just purchased shibainu and have none in my balance but the money left my bank account. Please advise,2021-05-10,neg,0.9709256291389465
1524,Shiba is crashing the whole market all exchanges r slow even binance,2021-05-10,neg,0.9967496395111084
1525,I bought Shiba and the purchase has been done but I can't see the assets,2021-05-10,neg,0.9959307312965393
1526,Why i can't sell shiba inu?,2021-05-10,neg,0.8746610283851624
1527,Shiba inu prediction?,2021-05-10,neg,0.5980240702629089
1528,Hey crypto why my amount of money is less then it should be on shiba inu?,2021-05-10,neg,0.6745400428771973
1529,Is shiba inu on Exchange.,2021-05-10,neg,0.9346271753311157
1530,"I also bought shiba, but the  wallet seems to be blocked",2021-05-10,neg,0.9512808918952942
1531,"Hello, I am trying to sell DOGE coin but when I sell I cannot see the funds in USD but still in DOGE. I urgently need to sell and the tool DOES NOT WORK PROPERLY ! IT IS UNBELIVABLE THAT THERE ALL THESE PROBLEMS ALL THE TIME !!!!!! Please kindly support",2021-05-10,neg,0.9864867925643921
1532,how long did it take for you guys to get SHIB in your wallet after a succesful transaction?,2021-05-10,neg,0.7131268382072449
1533,From where to buy SHIB?,2021-05-10,neg,0.7813836336135864
1534,once this issue is resolved i have the feeling shiba will take another boom  most comments are about selling doge and buying shiba ,2021-05-10,neg,0.8865921497344971
1535,What's going on with SHIB? Just bought 415k but they wont show up,2021-05-10,neg,0.9894899725914001
1536,Hi my shiba order hasn't come threw but you have taken my payment,2021-05-10,neg,0.5942341685295105
1537,Guys i bought 24 euro Shiba but i did not receive yet,2021-05-10,neg,0.986828625202179
1538,Admin fix this issue havent received my shiba why take my payment,2021-05-10,neg,0.9974753260612488
1539,"Why don't see the real amount of Shiba in my wallet? Bought Saturday, so with this rise must be a lot more i have now.",2021-05-10,pos,0.6879509091377258
1540,Shiba is PERFECT,2021-05-10,pos,0.9937467575073242
1541,"Bretello, [10.05.21 11:00]
Hello, I am trying to sell DOGE coin but when I sell I cannot see the funds in USD but still in DOGE. I urgently need to sell and the tool DOES NOT WORK PROPERLY !! I have sold DOGE for USDT but the import is not shown yet",2021-05-10,neg,0.9997686743736267
1542,"Omg, just bought more Shibainu and money has taken out from my account but no history transaction at all!!!!",2021-05-10,neg,0.9792414307594299
1543,Help I need my usdt back after selling shiba,2021-05-10,pos,0.8849671483039856
1544,I have converted doge in cro ut not showing,2021-05-10,neg,0.9961165189743042
1545,Problem with shiba?,2021-05-10,neg,0.8457029461860657
1546,"Hello, I am trying to sell DOGE coin but when I sell I cannot see the funds in USD but still in DOGE. I urgently need to sell and the tool DOES NOT WORK PROPERLY !! I have sold DOGE for USDT but the import is not shown yet. TO RECEIVE A RESPONSE TO THIS WOULD BE GREAT.",2021-05-10,neg,0.998390793800354
1547,Why can't I sell my shib on the app,2021-05-10,neg,0.9656745195388794
1548,Buying shiba now. Why not last night. Make it easy for yourself. If U wait until it blows it will be obviously difficult to buy. Cmon,2021-05-10,neg,0.9700274467468262
1549,"Noooo ambassadors today! Where are you guys! Buying shiba or what, don't try it won't be credited.",2021-05-10,neg,0.8921412825584412
1550,bought shiba elswhere...,2021-05-10,neg,0.8921542763710022
1551,Shiba is fair ?,2021-05-10,neg,0.6757946610450745
1552,What is shiba again?,2021-05-10,pos,0.6646564602851868
1553,I have bought Shiba and does not shown in my wallet,2021-05-10,neg,0.9658080339431763
1554,Why can't I sell my shib?,2021-05-10,neg,0.9110901951789856
1555,Dogecoin killer,2021-05-10,neg,0.5486354827880859
1556,Hey I bought some shiba inu and it haven't added to my  wallet ?? ,2021-05-10,neg,0.8929696679115295
1557,"I bought shiba today, change cro to shiba but is no listing on my wallet In  app. Its a bug?",2021-05-10,neg,0.9955117106437683
1558,"I just pulled outta supercharger and my CRO isn't anywhere to be seen, just brought more Shiba coin and that's not showing up anywhere also, is the app bugged with wallets or something?",2021-05-10,neg,0.8809986114501953
1559,Absolute con that I can't sell my shib,2021-05-10,neg,0.807740330696106
1560,Hey I bought some shiba inu and it haven't added to my  wallet ?? ,2021-05-10,neg,0.8929696679115295
1561,When i was trying to buy SHIB in payment process my debit cart diclined,2021-05-10,neg,0.9483857750892639
1562,Hey I bought some shiba inu and it haven't added to my  wallet ?? ,2021-05-10,neg,0.8929696679115295
1563,Yeah right they even take precautions to not happen again. This has been happening every time doge runs and now with Shiba,2021-05-10,pos,0.6503196358680725
1564,Why can't I sell my shib this is completely unacceptable,2021-05-10,neg,0.992021918296814
1565,But money is gone and there is no SHIB in my Wallet,2021-05-10,neg,0.9863148927688599
1566,Wheres my shiba,2021-05-10,pos,0.5345290899276733
1567,Did you receive your yesterdays Shiba?,2021-05-10,neg,0.9400624632835388
1568,Is anybody else having a problem with SHIB ?,2021-05-10,pos,0.7805598378181458
1569,Hey I bought some shiba inu and it haven't added to my  wallet ??  anyone else also facing this issue?,2021-05-10,neg,0.9356327056884766
1570,"It happened to me on Saturday, SHIB coins do not appear yet !",2021-05-10,neg,0.9328330755233765
1571,Everyone having Shiba issues?,2021-05-10,pos,0.7296748161315918
1572,"Why can I not sell my shib, what is the point in trading with this company if you are not going to let people realise profit completely unacceptable and shady",2021-05-10,neg,0.9594441056251526
1573,Should i buy shiba now?,2021-05-10,neg,0.7810154557228088
1574,Shibapup is here to stay,2021-05-10,pos,0.6028903722763062
1575,Yeah I was going to buy in more shiba before binance list it ;(,2021-05-10,neg,0.5709632039070129
1576,I wanted to sell my cro for Shiba and they are stuck in limbo,2021-05-10,neg,0.9958682060241699
1577,I dold shib. I c it in transaction history. But it is still in my portfolio. And if i try to dell again it says no Bala nce..,2021-05-10,neg,0.9636979699134827
1578,So whats the issue with Shib?,2021-05-10,pos,0.619181215763092
1579,"I bought SHIB on Saturday and I got nothing, no confirmation, no transaction info in my history, nothing whatsoever",2021-05-10,neg,0.999476969242096
1580,I sold shib. I c it in transaction history. But it is still in my portfolio. And if i try to dell again it says no Bala nce.. i want to sell snd i cannot,2021-05-10,neg,0.9874924421310425
1581,Let's ask for a listing of Shiba on crypto com,2021-05-10,pos,0.6725305318832397
1582,Transferred some xrp to shib and to cro this morning and its not showing in my  crypto wallet ?,2021-05-10,neg,0.9599636793136597
1583,I sold shib. I c it in transaction history. But it is still in my portfolio. And if i try to dell again it says no Bala nce..,2021-05-10,neg,0.9747189879417419
1584,Hey I bought some shiba inu and it haven't added to my  wallet ??  anyone else facing this issue? ,2021-05-10,neg,0.9207231402397156
1585,"Presenting later this year.
Preparing an NFT project from SHIB. SHIBA will continue to help Shiba Inu dogs through Amazon Smile, with your Amazon purchases going to the Shiba Inu Rescue Association. So we buy all the shiba !!!",2021-05-10,pos,0.9893843531608582
1586,Do it screen shots as evidance for how much You bought and when so we can then execute for shiba issue,2021-05-10,pos,0.5655742883682251
1587,I bought shiba in crypto at +38,2021-05-10,neg,0.7802909016609192
1588,Hey I bought some shiba inu and it haven't added to my  wallet ??  anyone else facing this issue? ,2021-05-10,neg,0.9207231402397156
1589,Transaction for shiba not on my Wallet you know what ??,2021-05-10,neg,0.9856502413749695
1590,I sold shib. I c it in transaction history. But it is still in my portfolio. And if i try to dell again it says no Bala nce..,2021-05-10,neg,0.9747189879417419
1591,shib is causing problems,2021-05-10,neg,0.9891841411590576
1592,"damn, just wannted to buy some shib lol",2021-05-10,pos,0.5523547530174255
1593,"I have problem, i buy SHIBA and it doesn't show the coins in wallet",2021-05-10,neg,0.9347816705703735
1594,I just purchased shibainu and have none in my balance but the money left my bank account. Please advise,2021-05-10,neg,0.9709256291389465
1595,"Hey I bought some shiba inu and it haven't added to my  wallet ??  anyone else facing this issue?   


Hope it's an delaying issue because transaction went successfully",2021-05-10,neg,0.9477779269218445
1596,Do it screen shots as evidance for how much You bought and when so we can then execute about shiba issue,2021-05-10,pos,0.5208119750022888
1597,Whats going on with shiba ,2021-05-10,pos,0.8948461413383484
1598,"Hey cdc support, I tried to sell my SHIB to USDC and I got the confirmation email. Why my crypto wallet still showing SHIB and no USDC?",2021-05-10,neg,0.9469292163848877
1599,Is something wrong with buying Shiba?,2021-05-10,neg,0.8797532916069031
1600,Shiba to the moon 0.001,2021-05-10,pos,0.5888621807098389
1601,How long till our shiba gets in wallet this is a piss take,2021-05-10,neg,0.9467865228652954
1602,I create shiba issue on  group come we can execute this issue,2021-05-10,neg,0.8615716695785522
1603,ima be pissed off if i cant buy shib and it sky rockets,2021-05-10,neg,0.9988657236099243
1604,30 hours for me with Shiba,2021-05-10,pos,0.5868392586708069
1605,Shibaissue is the name od the group,2021-05-10,pos,0.8140760660171509
1606,just came here to find out why my shiba wasnt added to my wallet. i guess i am not the only one with all these complaints. yikes,2021-05-10,neg,0.9388031363487244
1607,It has happened every time doge ran in the past,2021-05-10,neg,0.949308454990387
1608,Shiba,2021-05-10,pos,0.7365189790725708
1609,I have just bought shiba and not showing up on my account? Why?,2021-05-10,neg,0.976341724395752
1610,Come on shibaissue group,2021-05-10,neg,0.574041485786438
1611,What about Doge,2021-05-10,neg,0.526042640209198
1612,We Need reply of Shiba buy,2021-05-10,neg,0.8966476917266846
1613,what about doge?,2021-05-10,neg,0.5242730379104614
1614,Can you find out the shiba where he is hiding?,2021-05-10,pos,0.6463475823402405
1615,"What is happening with Shiba, why not showing update on account. Just showing my historical account!!",2021-05-10,neg,0.9285538196563721
1616," thank...I have been doing operations to take Shiba since this morning but everything is blocked, you can't work like this ... never happened with other Exchanges ",2021-05-10,neg,0.9485595226287842
1617,"Hey cdc support, I tried to sell my SHIB to USDC and I got the confirmation email. Why my crypto wallet still showing SHIB and no USDC?",2021-05-10,neg,0.9469292163848877
1618,"Shiba burned the app, I bough a few but it is taking ages to appear on my wallet...",2021-05-10,neg,0.9957316517829895
1619,shibaissue come on this group we can execute shiba for the price we bought,2021-05-10,neg,0.7729552388191223
1620,looks like everyone is having problems with shiba purchases. doesnt sound good,2021-05-10,neg,0.9978328347206116
1621,"shibaissue come on this group we can execute shiba for the price we bought, take screen shots",2021-05-10,neg,0.7357524633407593
1622,You'll pay Shiba for value when se buy?,2021-05-10,neg,0.9614005088806152
1623,"shibaissue come on this group we can execute shiba for the price we bought, take screen shots",2021-05-10,neg,0.7357524633407593
1624,I buy shiba saturday. You'll pay for saturday value?,2021-05-10,neg,0.9756709337234497
1625,"Shiba is pure speculation, if I keep waiting for you to make my money appear in my wallet (and the transaction is there, in your app) it will be worthless... How long?????",2021-05-10,neg,0.9964250922203064
1626,"shibaissue come on this group we can execute shiba for the price we bought, take screen shots",2021-05-10,neg,0.7357524633407593
1627,I want my shiba wtf we are paying customers u don't go to a shop take your stuff walk out and pay wen u feel like,2021-05-10,neg,0.9600052237510681
1628,"shibaissue come on this group we can execute shiba for the price we bought, take screen shots",2021-05-10,neg,0.7357524633407593
1629,in the same boat. charged but no transfer of coins of my purchase. email confirming i purchasd shiba but got nothing,2021-05-10,neg,0.9996860027313232
1630,"shibaissue come on this group we can execute shiba for the price we bought, take screen shots",2021-05-10,neg,0.7357524633407593
1631,"shibaissue come on this group we can execute shiba for the price we bought, take screen shots",2021-05-10,neg,0.7357524633407593
1632,"Anyone fail to sell SHIB to USDC? I got the confirmation email, but nothing happened in the app",2021-05-10,neg,0.9965910911560059
1633,So where gonna miss the pump guys wtf I haven't got my shiba coins,2021-05-10,neg,0.5557053089141846
1634,"Most of y'all have same problem, A. Transfer your money buy e-transfer instead buying from CC or debit Visa! B. With the transfered money buy CRO tokens. C. Then buy Shiba using CRO token as payment from crypto wallet, therefore no transaction fees.. but if your e-transfer takes time don't blame them it's your fault for not having enough fiat or CRO in your wallet, now you know how important is to have cro in your wallet at all time!  is the best except when they slowdown due to heavy traffic.. lol Anyways Good Luck!   ",2021-05-10,pos,0.8558534383773804
1635,Shib?,2021-05-10,neg,0.5581273436546326
1636," Exchange lists SHIB.
Trade SHIB in USDT pair now. 

Sign up  ",2021-05-10,neg,0.564824104309082
1637,"I bought shiba , i have the confirmation but my shiba are not where they should be",2021-05-10,neg,0.9950481057167053
1638,let's hope you return the shiba at the price you bought,2021-05-10,pos,0.614669919013977
1639,"My Dad bought Shiba, it is doing well! It has almost doubled in a day",2021-05-10,pos,0.9133508801460266
1640,Where shiba support ,2021-05-10,pos,0.5916802287101746
1641,I have 1billion shiba got Fridays price,2021-05-10,neg,0.5772069096565247
1642,10000 people are going to short shiba,2021-05-10,pos,0.5221643447875977
1643,I transfer dogecoin from bitpanda to crypto but not on wallet,2021-05-10,neg,0.968380331993103
1644,"I 
Sold shib. I c it in transaction history. But it is still in my portfolio. And if i try to sell again it says no Bala nce..",2021-05-10,neg,0.9781351089477539
1645,What's going on I transferred shiba to fiat and it's fiat wallet but still says I have the shiba I withdraw am confused,2021-05-10,pos,0.5059454441070557
1646,"shibaissue come on this group we can execute shiba for the price we bought, take screen shots",2021-05-10,neg,0.7357524633407593
1647,I Sold shib. I c it in transaction history. But it is still in my portfolio. And if i try to sell again it says no Bala nce..,2021-05-10,neg,0.9781351089477539
1648,But I wanna buy shiba and the price go up ,2021-05-10,neg,0.6637681126594543
1649,Is there a problem with shiba wallet because i did buy some and it not show in wallet?,2021-05-10,neg,0.6327890753746033
1650,If binance list shiba I run from crypto . Com away !!!,2021-05-10,neg,0.8509705066680908
1651,i need help from admins.. i boght SHIB and i can't see it in my wallet ...,2021-05-10,neg,0.6307735443115234
1652,Got into SHIB but dont see them listed in my wallet... Why?,2021-05-10,neg,0.9791032671928406
1653,Shib keeps on going up,2021-05-10,pos,0.7781345844268799
1654,Wht about doge coin ? Any new updates ?,2021-05-10,pos,0.5644486546516418
1655, why haven't my transaction gone through for shiba in over 2 days?,2021-05-10,neg,0.9602941274642944
1656,When will our shiba and other coins drop in our wallet not good,2021-05-10,neg,0.9457177519798279
1657,yeah if u didnt get confirmation email and shiba buy history in the app it didnt go through. i was getting error messages 5 or 6 times before my order went through prob thousands of people crashing shiba. now we are just in the waiting game of waiting for the coins to get to our wallets,2021-05-10,neg,0.9987921118736267
1658,I bought shiba and i can t see them in my crypto wallet,2021-05-10,neg,0.815798282623291
1659,Bought Shiba over an hour ago still not showing keep getting this with  now,2021-05-10,neg,0.9916338920593262
1660,Shib is mooning :( and I can t even buy.,2021-05-10,neg,0.9850940704345703
1661,"Hey, I bought 39M SHIB but the crypto is not in my wallet did you have this problem ?",2021-05-10,neg,0.9313127994537354
1662,So will we get the extra on top of what shiba makes as we have already brought it not our fault it hasn't dropped in our wallet ?????,2021-05-10,neg,0.6446250081062317
1663,"My gut feeling is that if your Shiba transaction does not appear on your transaction history, it did not happen !",2021-05-10,neg,0.9908287525177002
1664,"I have just made a transaction buying SHIBA INU with CRO. I received the mail of the transaction but if I open the transaction history I don't see the ""completed"" of the operation. Also the balance is still not updated after the purchase.",2021-05-10,neg,0.9936704635620117
1665," stop telling us to be patient, while you scam us, and we are losing money, shiba is pumping, I need to sell before it dumps. How are you going to compensate us ????",2021-05-10,neg,0.9331967234611511
1666,Yoo shiba looking good,2021-05-10,pos,0.7800125479698181
1667,"2 hours waiting for my balance of sold to cro 4 buying shiba, wtf is happening?",2021-05-10,neg,0.9751258492469788
1668,We need the extras that shiba has made since we couldn't access our shiba thats totally unfair so fix this  we all brought at a set price we want what we earned  whos with me dnt let them Rob us,2021-05-10,neg,0.975360095500946
1669,I just bought Shiba Inu for hkd1257 but it doesnt show in my portfolio,2021-05-10,neg,0.9981279969215393
1670,Those getting there SHIB with a delay have a trace (either email or transaction history),2021-05-10,neg,0.6220352649688721
1671,i thought it was just a shiba problem but apparently even regular purchases of any coins are  delayed,2021-05-10,neg,0.9966554641723633
1672,"I bought two times SHIBA, i got an error message in the app, and i dont receive any purchase confirmation email, but i have withheld the money from the bank... I have explained my problem more than one time but no one response me.",2021-05-10,neg,0.9983139038085938
1673,"A lot of the SHIB transactions did not go through actually, they were never done in my opinion",2021-05-10,neg,0.9879915118217468
1674,"Stop panicking??? Are you going to be compensating us for our losses ??? I brought shiba on Saturday, I wanted to sell before the dump, are you going to give me what I've earned on a 2k investment??",2021-05-10,neg,0.9947217702865601
1675,Hi I bought some shiba and is not in my dashboard,2021-05-10,neg,0.8991947770118713
1676,I feel your pain I lost big on doge coin pump because of this they should compensate tbh getting your investment back isn't enough,2021-05-10,neg,0.9747220277786255
1677,"1. The app was in a mess on Saturday 
2. They got too many SHIB orders and most of them were not executed 
3. Money was taken but not executed
4. Expect to receive a refund of your bank or card withdrawal
5. Profits are lost for us !",2021-05-10,neg,0.999961256980896
1678,"Shib to the moon
Listed on binance",2021-05-10,pos,0.558875560760498
1679,Can't convert usdt to shib on binanacr yet,2021-05-10,neg,0.860074520111084
1680,"Congratulations van*****@*****com!
 You are the Weekly Lucky Draw Winner of our DOGE Treats Extravaganza! 
You have won USD 50,000 + an Exclusive DOGE NFT 

Check out the top 9 winners here with the highest number of DOGE Points: ",2021-05-10,pos,0.9836400151252747
1681,I avi i buy shiba on  but in my wallet i see cro but not shiba why? And cro doesnt permetted sell this,2021-05-10,neg,0.9863861799240112
1682,Where is my shiba,2021-05-10,pos,0.7970089316368103
1683,Bought shiba this morning still not showing in wallet,2021-05-10,neg,0.9925906658172607
1684,"Good morning, 
Admin, this morning I bought the Shib tokens but I don't see them in the wallet count ...",2021-05-10,pos,0.9071065187454224
1685,When my money will be showing in the app!!! I sold my SHIB to USDC before the price dropping!!,2021-05-10,neg,0.8824014663696289
1686,"Here is my gut feeling for SHIB transactions made on Saturday 
1. The app was in a mess on Saturday 
2. They got too many SHIB orders and most of them were not executed 
3. Money was taken (cards, bank accounts) but not used
4. Expect to receive a refund of your bank or card withdrawal
5. Profits are lost for us !",2021-05-10,neg,0.999880313873291
1687,Could be they didn't even have enough shib to sell,2021-05-10,neg,0.9964902997016907
1688,Shiba is 15% low wth where's my shiba,2021-05-10,neg,0.9573896527290344
1689,How can i Buy Shib?,2021-05-10,pos,0.9090242981910706
1690,SHIBA!,2021-05-10,pos,0.9119260311126709
1691,My app is freezing and  i bought 2 million shiba coins and it didnt show me in the wallet,2021-05-10,neg,0.9950214624404907
1692,I sold my shib coins like an hour ago I can not see the USDT I sold it to on the app Buh I got the email that is sent,2021-05-10,neg,0.9174467325210571
1693,"I can't transfer SHIB from app to exchange,  it says that is not suported but i see the coin on exchange, WHY ????",2021-05-10,neg,0.9865455627441406
1694,"Wtf is this, I wanted to buy that shiba and showed me it didn't work and now after the crap coun went down i've got those coins",2021-05-10,neg,0.9992332458496094
1695,I have transfer my shiba into cro and nothing. 2 hour ago.,2021-05-10,neg,0.9471325278282166
1696,Sold Shiba to CRO,2021-05-10,neg,0.840445876121521
1697,It's unacceptable that I cannot own the SHIB I payed for... Are you kidding me ?,2021-05-10,neg,0.9982775449752808
1698,Shiba is the new doge,2021-05-10,pos,0.8844149708747864
1699,Hello I bought shib since Saturday and up till now it doesn't appear in my wallet but the money has been taken from my account. Please help its been 48 hours already,2021-05-10,neg,0.9788303971290588
1700,"I purchased SHIB this morning but it seems that it is still pending, and the balance in the app is not updated.  when will this be fixed?",2021-05-10,neg,0.9152449369430542
1701,Shibaaaa,2021-05-10,pos,0.659929096698761
1702,Shib great listing!,2021-05-10,pos,0.9948381781578064
1703,shib,2021-05-10,pos,0.7710830569267273
1704,Shib has dropped ,2021-05-10,neg,0.8028861880302429
1705,Why can't i buy shiba?,2021-05-10,neg,0.9164962768554688
1706,Hi I need help I deposited money into shiba it's been 48hour it's come out of my bank but n coins crypto please help,2021-05-10,neg,0.7887158393859863
1707,Your admin flagged me for mentioning shib a week ago and here we are listing shib. ,2021-05-10,neg,0.690352201461792
1708,Why selling shib is not reflected in app,2021-05-10,neg,0.9473686218261719
1709,All market became shib and doge,2021-05-10,pos,0.9390823841094971
1710,Now I don't have Shiba nor CRO,2021-05-10,neg,0.8502469062805176
1711,I bought Shiba this morning and I still don't see it in my Wallet,2021-05-10,neg,0.9884269833564758
1712,Hi I need help I deposited money into shiba it's been 2hour it's come out of my bank but n coins crypto please help,2021-05-10,neg,0.7828028798103333
1713,Wom mush are the fees for seling shiba??,2021-05-10,neg,0.9665300250053406
1714,I Sold shib. I c it in transaction history. But it is still in my portfolio. And if i try to sell again it says no Bala nce..,2021-05-10,neg,0.9781351089477539
1715,I am not even sure I will get the SHIB coins I purchased on Saturday at less than half current price !,2021-05-10,neg,0.9564005136489868
1716,How to buy shib,2021-05-10,neg,0.6625510454177856
1717,"2 days ago I made a purchase of shiba with my credit card the transaction tells me that it was made however on crypto made me a mistake 
Did I basically lose my money?",2021-05-10,neg,0.9969235062599182
1718,SHIBA ON EXHANGE ,2021-05-10,neg,0.753024697303772
1719,"I don't know look like shiba inu is scam, as soon it's launch in  apps, keep crushing, it shows my transaction done, but balance 0.00 I'm unable to do anything",2021-05-10,neg,0.9855910539627075
1720,Thanks guys got my shiba,2021-05-10,pos,0.9727289080619812
1721,I can not buy shiba on crypto  why?,2021-05-10,neg,0.9441624879837036
1722,Made some much Money Already with shib coin,2021-05-10,neg,0.9441190361976624
1723,Hiw to buy shib..?,2021-05-10,neg,0.7928526401519775
1724,Why I can move to Exhange only 1 million of SHIB?,2021-05-10,neg,0.8176315426826477
1725,"Dear admin, just converted CRO to SHIB this morning and still pending. please help",2021-05-10,pos,0.6601110100746155
1726,"Been hours waiting for my shiba to be credited
Where are they??!!!",2021-05-10,pos,0.6849237680435181
1727,"for those also waiting on shiba, i can confirm crypto just sent the coins to me. took about 1 hour",2021-05-10,neg,0.991852343082428
1728,"I bought shiba and got nothing on my wallet i hope they give this on price i bought it when it arrives and that if 
And why so many delays ?",2021-05-10,neg,0.9873582124710083
1729,Should we buy shiba?,2021-05-10,neg,0.7070802450180054
1730,"@Elon
Mission paid for in doge
1st crypto in space 
It,s Cristal clear hint doge will reach at moon 

Check the Elon musk tweet",2021-05-10,neg,0.8781377673149109
1731,I have a problem with shiba,2021-05-10,neg,0.8360642194747925
1732,Should we buy shiba?,2021-05-10,neg,0.7070802450180054
1733,"@Elon
Mission paid for in doge
1st crypto in space 
It,s Cristal clear hint doge will reach at moon 

Check the Elon musk tweet",2021-05-10,neg,0.8781377673149109
1734,"I 
Sold shib. I c it in transaction history. But it is still in my portfolio. And if i try to sell again it says no Bala nce..",2021-05-10,neg,0.9781351089477539
1735,Hello! why did crypto . com list SHIB?,2021-05-10,neg,0.8696120977401733
1736,"2 days ago I made a purchase of shiba with my credit card the transaction tells me that it was made however on crypto made me a mistake 
Did I basically lose my money?",2021-05-10,neg,0.9969235062599182
1737,Anyone have info on why  would list a poop coin like SHIB? am I missing something?,2021-05-10,neg,0.8648934960365295
1738,just sold my shib for lie 250% profit. cant believe you guys listed SHIB and not some other promising projects,2021-05-10,neg,0.9911450743675232
1739,"I have been waiting 2 days now..Saturday at around 4pm I was charged $2300 for Shiba. I have contacted support through Telegram, and through the app. Even got an email saying it will be looked into. The price of Shiba has doubled now and it is still not showing in  app. I have never even got a confirmation email of my purchase but was charged and nothing in purchase history or coins show in the app. This waiting period of not knowing what is going on with my money is ridiculous. I need this looked into and need answers. Not these generic responses. This is just ridiculous!",2021-05-10,neg,0.9999849796295166
1740,Shib mooning and I still can't buy,2021-05-10,neg,0.9797272682189941
1741,BUY SHIBA,2021-05-10,pos,0.6705874800682068
1742,SHIB  !!!!   my money grows faster than my weed,2021-05-10,pos,0.6308035254478455
1743,SHIB INU // what is going on,2021-05-10,pos,0.6958029270172119
1744,Dio Doge,2021-05-10,pos,0.6481208801269531
1745,SHIBA INU ** bought like 50 million coin,2021-05-10,neg,0.718040406703949
1746,SHIB  !!!!   my money grows faster than my weed,2021-05-10,pos,0.6308035254478455
1747,Scammers. Sold Shiba to CRO (not many options),2021-05-10,neg,0.998506486415863
1748,Couldn't buy more shiba than I wanted to because of the transaction problem but I managed to sell other coins to get 15million shiba,2021-05-10,neg,0.8452512621879578
1749,Why I can move to Exhange only 1 million of Shiba? I need to move 100 millions,2021-05-10,neg,0.680788516998291
1750,"Hi dogee, please see pinned message. We are working hard on solving this issue.",2021-05-10,pos,0.7547736167907715
1751,What a shame... I could not trade SHIB for 1:30 hours....,2021-05-10,neg,0.996426522731781
